text,HS,RS,MS
jaja pirobo tanto sinico url,1,0,0
usuario hoy si ir jodir malparido,1,0,1
dondeestapetro escondida rata toxico solo twitter,1,0,0
usuario mac steel ninja pirobo venir maricada re asperaaas,1,0,0
tarde temprano zorra siempre terminar mal,1,0,1
capaz rotular hijueputa mostrar decir aplanar curva malnacido sapo perro,1,0,0
usuario malnacido lacro pensar sino sacar partido así morir,1,0,0
malparido tanto fastidiós ahora querer mejor amiga mami dejar envidia,1,0,1
poner mirar archivo celular perro jaja gonorrea encontrar,1,0,0
ir comprar ventilador ayer 100 am morir calor gonorrea emoji cara favor emoji,1,0,0
gonorrea papá abandonar barco rata hundir barco,1,0,0
odio vetir aquí,1,0,0
gonorrea casi jaja url,1,0,0
bogotá advertir ineptar usuario ir jopo barranco,1,0,1
jugar doom modo ultra nightmare vuelta gonorrea,1,0,0
usuario viejo chismosa,1,0,1
querer cuerpo paulina vega jaja gonorrea,1,0,0
amar niga emoji caro revolver él risa emoji,1,1,0
usuario usuario usuario hijueputa malnacido uribestias,1,0,0
quedateencasa escuchar usuario leer fragmento delputas usuario usuario yoleoencasa url,1,0,0
usuario total gonorrea,1,0,0
uy mami ir acabar parche amigo gonorrea jaja,1,0,0
usuario mala gonorrea,1,0,0
favor así liberar asqueroso microeconomía siempre,1,0,0
usuario gonorrea tanto fastidioso,1,0,0
usuario subir nota gracias dañar yo momento,1,0,0
usuario pienseloque ledelaputaganamalparida mamertar fin msm,1,0,1
usuario usuario ay gono visto jaja casi reconocer emoji cara llorar risa emoji gonorrea,1,0,0
madrugada niño care verga conjunto gritar milhouseee esperar alguien responder casi matar ush,1,0,0
sólo ir decir gonorrea,1,0,0
usuario jaja odio url,1,0,0
usuario aro pa tener él cerquito perro hijueputa desgraciado mamó gol importante historia junior,1,0,0
gonorrea emoji cara llorar risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji,1,0,0
gonorrea video cuarentena,1,0,0
usuario usuario nojoda llave niche guerrero goleador,1,1,0
usuario usuario gonorrea centro demoniaco defender bobada duque,1,0,0
gente gonorrea montar spoiler serie pena salir,1,0,0
gonorrea gracias dios bien médico tío emoji mano levantado celebrar emoji,1,0,0
gonorreagracia dios bien,1,0,0
ex perder confianza comenzar relación man confíar cómo gonorrea jaja,1,0,0
usuario poder citar foto tuit pesadito emoji mono boca tapado emoji,1,0,0
zorra croma,1,0,1
usuario créeme amor gana faltar querer escrachar hijo mil gonorreas facebook saber controlar,1,0,0
usuario visto gonorrea url,1,0,0
usuario jaja odio calle emoji caro revolver él risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji,1,0,0
guayabo ir matar don julio gonorrea emoji cara desesperado emoji emoji cara desesperado emoji emoji cara desesperado emoji,1,0,0
usuario usuario usuario uno gonorreas buen enmermelado,1,0,0
usuario uy gonorrea humedad,1,0,0
mero aborto simio,1,1,0
tanto chismosa esperar puerta gonorrea,1,0,1
malparido loco emoji cara llorar risa emoji emoji cara llorar risa emoji,1,0,1
usuario usuario nahh pirobo vestir bien ome chimba calvear,1,0,0
día 20 cuarentena gonorrea,1,0,0
gonorrea tanto hijueputa,1,0,1
anoche salir hablar él luna malparido esconder,1,0,0
gente estúpido tocar grupo malparido materia,1,0,0
gonorrea domingo,1,0,0
mata covip encierro mosquitero malparidaaa emoji cara cabreado emoji emoji cara desanimado emoji,1,0,0
ir matar covid encierro mosquitero malparidaaa emoji cara llorar fuerte emoji emoji cara desanimado emoji emoji cara cabreado emoji url,1,0,0
usuario ratar emoji rato emoji asqueroso engendro adefecio maldito,1,0,0
foto asqueroso emoji cara vomitar emoji emoji cara vomitar emoji emoji cara vomitar emoji,1,0,0
comisión malparido url,1,0,0
malparido vida doler nadaaa,1,0,0
nunca pensar tener eliminar alguien fb gonorrea rabonadafaltones triple hijueputa,1,0,0
usuario usuario denunciar nombre propio parecer viejo chismosa,1,0,1
usuario putear monear asaltar viejita,1,0,0
tras estúpido mal agradecido malparido idiota,1,0,1
sorry sonrisa asqueroso url,1,0,0
gonorrea pelear,1,0,0
ay mijo ir coma monda tomar agua si pasar care vergaasí decir vecino emoji caro mascarilla médico emoji,1,0,0
trans women can be femal too pirobosuna camiseta decir,1,0,0
ombe extraño malparido,1,0,1
sentir lavar lavar loza forma gonorrea,1,0,0
burlar abrir tiktok deber reir él gonorrea flyer,1,0,0
ir desactivar facebook opción cambio odio mark,1,0,0
usuario rubio negro,1,1,0
re malparir cuarentén cerda emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji,1,0,0
todo vida odiar jenny forest gump maldito perra aprovechado emoji cara desaprobación emoji,1,0,1
usuario cierto malparido cada aparecer querer largue emoji cara desaprobación emoji,1,0,1
toxico sumercelea,1,0,1
usuario usuario usuario bobo puta pario pario culo gonorrea,1,0,1
pase decir él amor lindo decir gonorrea jaja nivel,1,0,0
gordo pirobo hablar lucha emoji cara enfadado emoji wrestlemania,1,0,0
usuario merecer cuanto hijueputazo gonorrea man,1,0,0
persona horrible conocido stalkear aquí saludos sapa asqueroso,1,0,1
usuario jodaaa niche hijo tromba,1,1,0
usuario niche oído bernardo redin nunca ver neider yesid locura 10 mágico gioo jodaaa cracks,1,1,0
faltar 4 maldito zorra jaja,1,0,1
avez tanto sensiblesqué gonorrea,1,0,0
gente remalparido bruta déjenla morir aver si así tierra descansar tanto plaga,1,0,1
entender man tanto gonorreas hacer sufrir amiga ser tanto maravilloso si hablar edward,1,0,0
usuario skyler re malparida jaja,1,0,1
usuario gente tanto petardar nadie querer economía esassigan lucha sra adriana detener,1,0,1
aampa rentacar gente malparido engañosobrerueda septimodia,1,0,0
usuario bandido,1,0,1
uy jaja gonorrea,1,0,0
mandar ejército gonorrea emoji cara gritar miedo emoji,1,0,0
jaja gonorrea conjunto url,1,0,0
usuario peor ser persona engañado descubrir amigo tras mentir,1,0,0
usuario obvio malparido,1,0,1
asco besar gato asco usted gonorrea jaja,1,0,0
jaja gonorrea hablar alguien hablar mismo idioma emoji tono piel claro medio emoji emoji tono piel claro medio emoji maldito inglés emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji,1,0,0
usuario bandidacambiar bandido jaja,1,0,1
ayer efeité hoy vez cuchilla gonorreo barba,1,0,0
vecino triple hijueputa poner música hora emoji cara símbolo boca emoji emoji cara símbolo boca emoji emoji cara símbolo boca emoji,1,0,0
jugar pirobo emoji cara boca emoji,1,0,0
gonorrea andar martillar hora emoji cara resoplar emoji,1,0,0
jaja hp pelao care verga,1,0,0
jurar siempre ver viejita malparido solo poder pensar guillotina,1,0,1
amor propio tanto gonorreo conseguir bien vez odio,1,0,0
usuario usuario usuario movistar play,1,0,1
oir sapa hpta haha,1,0,1
usuario ah gonorrea criticás,1,0,0
gonorrea estresar casa leer hacer ejercicio comer bien disfrutar familia matese hijueputa,1,0,0
rezo ganar gonorrea jaja,1,0,0
dizquir culpa jaja gonorreaaa,1,0,0
canva tenés bola hinchado malparido,1,0,1
httpsurl ay mk entrar nostalgia gonorrea,1,0,0
jaja malparida leandra valer peso url,1,0,1
puteria levantar yo dos mancha ash malparido enfermedad mierdo,1,0,0
dar malparidas  cuenta privado aquí twitter,1,0,0
usuario novio zorra falso doble cara moral,1,0,1
imaginar coger audio 8d empepado gonorrea jaja,1,0,0
sapa hpta dar hora,1,0,1
decir gonorrea cultura general,1,0,0
usuario usuario amar puteo amar patry odio putearé amar,1,0,0
poder ser chimba amigo gonorrea amigo medio,1,0,0
jaja gonorreas url,1,0,0
usuario usuario gonorrea luisa poder ypct,1,0,0
gonorrea querer demostrar preguntar,1,0,0
mejor juego mas hpta parchis emoji cara cabreado emoji emoji cara cabreado emoji,1,0,0
venir malparido luz aaame ir mimir,1,0,0
usuario asqueroso cosa médico decir menos cuánto racimo chontaduro cuántos libra morcilla entregar,1,0,0
malparido tilde hpta entro,1,0,0
malparida cucaracha volar,1,0,0
electricaribe odio,1,0,0
cara depresión tanto sapahijueputamalparido llevar 16 url,1,0,0
electricaribe odio todo fuerza corazón,1,0,0
tú hermana así toxico url,1,0,1
caro ansiedad depresión tanto hijueputamalparido llevado 17 url,1,0,0
usuario déjeme gonorrea,1,0,0
sentir feliz ser partir este persona picsis aunque conocer gonorrea vivir,1,0,0
bote triple hijueputa celular mierda maldito emoji cara cabreado emoji emoji cara cabreado emoji emoji cara cabreado emoji,1,0,0
gonorrea vecino roncar re duro jaja,1,0,0
wasted my expensive tab mask on you never again pirobo,1,0,0
gonorrea vecino roncar re duro jaja pdt ahora ir poder dormir,1,0,0
gonorrea toxica jaja asi emoji caro símbolo boca emoji emoji cara símbolo boca emoji emoji cara símbolo boca emoji decir jaja,1,0,1
gonorrea toxica jaja asi hptaa emoji cara símbolo boca emoji emoji cara símbolo boca emoji emoji cara símbolo boca emoji decir jaja ahi restupido emoji caro sonreir sudor frío emoji,1,0,1
cule caga sergio mandándome monda bastar ganar yo parchis malparido foto locooo,1,0,0
todo final ganar puta aurinegra,1,1,1
ay parce gonorrea cantar pajarito jajaj,1,0,0
usted ir mantener bruja miserable asqueroso,1,0,1
hoy caer cuenta gonorreo persona,1,0,0
ojalá terminar pandemia extrañes firulay malnacido envenenar abandonar,1,0,0
usuario titular tarde abandonser mascota hpta tanto bruto publicar noticia emoji cara símbolo boca emoji emoji cara símbolo boca emoji emoji cara símbolo boca emoji,1,0,0
olvidar maldito cumpleaños perra hpta emoji caro revolver él risa emoji emoji cara llorar risa emoji emoji globo emoji emoji cara revolver él risa emoji emoji cara llorar risa emoji,1,0,1
gente triple gonorrea,1,0,0
terminar increíble siempre mismo mierda si hacer cosa malparida hacer solas,1,0,0
usuario usuario usuario usuario gonorrea llevar primero acto,1,0,0
andar dios boca ser gonorrea personar ahí cuento peca rezar empatar,1,0,0
aún así cell conciencia así gonorrea hacer caso puto vez url,1,0,0
ojalá dar covid19 mamerta hp guerrillero asqueroso,1,0,1
sueño gonorrea literal,1,0,0
gonorrea tener pelar colo teta conseguir atención emoji cara sonreir sudor frío emoji,1,0,0
vuélvar gonorrea ver valorar,1,0,0
gonorrea mejor dormir sueño día siguiente haber saber mejor nazco,1,0,0
gonorreaaa quedar shocked,1,0,0
usuario usuario malo mamá rico ir bandido emoji ojo emoji,1,0,1
saber malparido,1,0,1
usuario seguir dar él abrazo flor gonorrea,1,0,0
hacer pasar noche tanto asqueroso emoji cara vomitar emoji,1,0,0
usuario negro esclavo,1,1,0
poder ser poeta gustar decir gonorrea url,1,0,0
usuario gonorrea dizquir verga emoji cara hacer mueca emoji,1,0,0
gonorreas jaja,1,0,0
bandida usuario url,1,0,1
usuario medio contento,1,0,0
novio respeto gonorrea,1,0,0
usuario uy papi gonorrea,1,0,0
uribista querer responder twit ofendiéndome hacer mundo ir bloquear pirobo picos shak,1,0,0
calor tanto perro hijueputa emoji cara calor emoji explíquemar 35 sensación térmico 43 emoji caro ansiedad sudor emoji ayudaaa url,1,0,0
usuario copy papi jaja emoji cara llorar risa emoji,1,0,0
gonorrea familia sólo quedar él casa pagar todo obligación financiero,1,0,0
gonorrea ir acabar marihuana calle argumento familiar,1,0,0
usuario cule toxico,1,0,1
perra malparido,1,0,1
malparido calor levantar sino dormir todavía,1,0,0
parcera pendiente hija vida amp sapa hpta emoji cara cabreado emoji emoji cara cabreado emoji emoji cara desanimado emoji emoji dedo corazón hacia arriba tono piel claro emoji,1,0,1
policía gonorrea saber cómo gente llamar héroe emoji cara náusea emoji,1,0,0
malparir calor madre emoji cara cansado emoji,1,0,0
gonorrea video url,1,0,0
si 2020 persona serio perra malparido emoji cara desaprobación emoji,1,0,1
gonorrea cómo injusticia,1,0,0
usuario pues fan decir él gonorreas ladrón,1,0,0
re híper mega re malparido gonorrea perdón alteré,1,0,0
usuario usuario oportunista populista inepto quedar grande btá,1,0,1
usuario usuario jaja punto distribuir cagar él malo jaja,1,0,0
tratar injusticia puto vocabulario menos gonorrea,1,0,0
gonorrea mando tubo baño emoji cara desaprobación emoji,1,0,0
gonorrea estornude mientras hacer semáforo lado quitar emoji cara grogui emoji emoji cara sonreir sudor frío emoji,1,0,0
usuario men gonorrea feka vídeo gonorrea,1,0,0
pues cuidado gonorrea hpta demorar renunciar,1,0,0
gonorrea gustar aprovechar él gente admirar,1,0,0
man chistoso triple hijueputa,1,0,1
usuario así white negro,1,1,0
malparido quedar bonito,1,0,1
usuario usuario gonorreas usuario emoji cara cabreado emoji emoji cara cabreado emoji emoji cara cabreado emoji,1,0,0
hpta viejo tanto gonorrea vomo entrevistar,1,0,0
pirobos hijueputa,1,0,0
usuario uish pirobos bloquear parchis fastidio,1,0,0
usuario jaja re literal gonorrea,1,0,0
tú llorar decir gonorreas,1,0,0
usuario venir turno mazamorra chicho indio emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji,1,1,0
parecer don enamorar él persona remalparido,1,0,1
confesar don enamorar yo persona malparido,1,0,1
apoyo totalmente gonorrea hpta llegar hora,1,0,0
usuario gonorreabuena tarde eñor florez saludo emoji cara loco emoji emoji cara loco emoji,1,0,0
mamerto hablar mierda hombría caigay amigo dar cuenta gonorrea,1,0,0
usuario jaja gonorrea gente parce,1,0,0
usuario usuario conclusión sra gonorrea,1,0,0
ofendido tombos gonorrea palabra llegar ver escupir,1,0,0
usuario pasar viejo hijueputa trabajar pues poder parar mediocridad alcaldío,1,0,1
usuario usuario gasss emoji caro vomitar emoji emoji cara vomitar emoji emoji cara vomitar emoji pa cárcel asqueroso energúmena gamina,1,0,1
usuario uy gonorrea ahora si ofender,1,0,0
usuario raza superior rola saber usar bien gonorrea prostituimos término,1,0,0
día encierro aún gonorrea,1,0,0
usuario usuario usuario gonorrea llorar jaja url,1,0,0
resumen video perder valioso tiempo gonorreas malo policía fin,1,0,0
electricaribe care verga ir dañar aire,1,0,0
aaa pasar trabajar gonorrea hospital,1,0,0
gonorreaaa ley siempre pa ruán hijueputa,1,0,0
si extraño parchar siempre sentir bien gonorrea,1,0,0
cuál hijoeputo problema gonorrea gente tanto piroba estúpido,1,0,0
usuario gonorreas rien,1,0,0
gonorrea jamás escuchar tanto gonorrea tanto seguido gonorrea,1,0,0
mk nunca trabajar gonorrea,1,0,0
usuario usuario saber duque porqueria ineptar comentario ayuda situacion,1,0,1
nooo ñero pirobo feo,1,0,0
adivinar cuanta gonorrea,1,0,0
miorgulloesuribe saludos manada fanaticar triple hijueputa,1,0,0
uribeespandemia además gonorrea grande multiverso,1,0,0
usuario coma mierdecita pirobo,1,0,0
usuario usuario gonorrea embajador gusano merecer ser extraditar,1,0,0
gonorrea sentir dolor corazón pensar volver tener mk,1,0,0
viejo hijueputa jefa sergio,1,0,1
usuario pirobo feo,1,0,0
gonorrea poder ver atardecer casa,1,0,0
hpta justo día cumplir emoji cara cansado emoji emoji cara cansado emoji emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji depresión on,1,0,0
usuario triple hijueputaaa,1,0,0
usuario menos quini acá solo habemus 200 pabajo gonorrea,1,0,0
gonorrea hijueputa,1,0,0
gonorrea verdad emoji cara grogui emoji emoji corazón roto emoji,1,0,0
saber 27 care verga poner él whatsapp instagram,1,0,0
tocineto gonorrea si cerrar aeropuerto tiempo petardo,1,0,0
jaja odiooo chama quedar locaaa jaja hagaaai esoo,1,0,0
parcir gente malo si encerrar malo si gonorrea ser líder hpta país,1,0,0
usuario falso innombrable alvaro uribe si cierto positivo gonorrea,1,0,0
usuario ps ahora hombre sufrido emoji cara llorar risa emoji odio,1,0,0
usuario viejo pichirruria ineptar poder cuarentén varios mes manejo bogotá servir encierro,1,0,1
usuario ole gonorrea pasar respetar chino,1,0,0
usuario usted pa ir ir vivir malparido indio jaja,1,1,0
usuario jaja gonorrea karma,1,0,0
alguien saber instagram ver perfect acá así gonorrea,1,0,0
usuario echar lameran presa gonorrea,1,0,0
ami si hacer mucho falta bn gonorrea,1,0,0
hps alegrar pues verdad trabajo parecer gente celebrar encierro tanto gonorreaaa,1,0,0
amar odio nunca hacer,1,0,0
vos sos perro hijueputa,1,0,0
usuario encantar evitar debate,1,0,0
ush bien cucha malparido odio,1,0,1
cuarentena escuchar morat gonorrea,1,0,0
aceptar amigo decir puto zorra alguien empezar conocer jamás,1,0,1
cuarentén gonorrea url,1,0,0
vecino acabo echar marido pillo gonorrea cuarentena volver loco,1,0,0
debeer valorar expresión gonorrea,1,0,0
usuario así jasjja,1,0,0
gonorrea carácter,1,0,0
repetir después tombos uno gonorrea,1,0,0
lindo hora irae perra hpta luz,1,0,1
usuario usuario usuario malparido emoji cara alivio emoji,1,0,1
usuario usuario usuario puta olla mano indio zarrapastrozo,1,1,0
ver todo gonorrea mero flor cursi madre jaja,1,0,0
usuario usuario uy usted gonorrea,1,0,0
jaja chimba ser gonorrea,1,0,0
usuario usuario usuario usuario gonorrea mk,1,0,0
usuario usuario merecer hijueputa gonorrea policía,1,0,0
aghhh gonorreaaa hppp,1,0,0
chica disney siempre terminar re yonkis gonorrea,1,0,0
usuario hps gonorrea emoji cara vomitar emoji,1,0,0
dos tendencia hoy colombia miorgulloesuribe ygonorrea,1,0,0
